Address,Zip,Phone,zip_final
1100 WESCOTT DRIVE,88224600,9087886449,88224
1100 WESCOTT DR,88224600,9087886100,88224
2100 WESCOTT DR,88224603,NA,88224
121 ROUTE 31,88225755,9087825342,88225
1400 JACKSON ST,802062761,3033981355,80206
1930 E THOMAS RD,850167711,NA,85016
2509 N 24TH ST,850081805,6022731347,85008
350 W THOMAS RD,850134409,6024063000,85013
330 23RD N AVE,372031690,6153426010,37203
1102 MONROE ST SW,358015029,2564697200,35801
2021 KINGSLEY AVE,320735128,9042982113,32073
740 S LIMESTONE ST,405081683,8592578562,40508
400 E 3RD ST,558051951,2187868364,55805
1000 OAKLAND DR,490081282,2693374400,49008
825 EASTLAKE AVE E,981094405,2062881000,98109
2610 W HORIZON RIDGE PKWY,890522870,7025860202,89052
2435 FIRE MESA ST,891289009,7029682437,89128
297 MINEOLA BLVD,115011502,5162941377,11501
340 W PARK AVE,115613213,5164315064,11561
800 STERTHAUS AVE,321745132,NA,32174
2801 E 29TH ST,778022699,NA,77802
1 SAINT VINCENT CIR,722055406,5016610037,72205
3555 OLENTANGY RIVER RD,432143911,6147885200,43214
2520 ELISHA AVE,600992676,8478724561,60099
5458 TOWN CTR RD,334861026,5613928699,33486
500 WALTER NE,871022541,5058483730,87102
1160 E 3900,841241251,8012619651,84124
5 WASHINGTON PL,31106736,6036952500,31106
2015 THOMAS ST,770098044,7138734000,77009
5656 KELLEY,770261967,7135664635,77026
5656 KELLEY ST,770261967,7135665000,77026
5656 KELLEY ST,770261967,7135665656,77026
6411 FANNIN ST,770301501,NA,77030
6431 FANNIN ST,770301501,7135007700,77030
6410 FANNIN,770303005,7135005714,77030
6410 FANNIN ST,770303005,NA,77030
3288 MOANALUA RD,968191469,8084320000,96819
620 S TAYLOR AVE,631101035,3143639098,63110
4320 WORNALL RD BLDG,641113235,8165311550,64111
525 PORTLAND AVE S MC,554151569,NA,55415
5010 CRENSHAW RD,775054614,8323990400,77505
530 ORCHARD ST,775984110,2813384004,77598
100 N BRENT,930032863,NA,93003
3641 W 5TH ST,930306424,8059855505,93030
20814 W DIXIE HWY,331801147,3059338433,33180
1700 CLINTON ST,494425502,2317281887,49442
585 SCHENECTADY AVE D,112031851,7186045402,11203
399 DANIEL WEBSTER HIGHWY,30542748,6034291611,30542
6088 S DURANGO DR,891131780,7023804242,89113
110 IRVING ST NW,200103017,2028777000,20010
16659 SOUTHWEST FWY,774792375,2812650760,77479
4885 OLENTANGY RIVER RD,432141952,6143265665,43214
3555 OLENTANGY RIVER RD,432143944,6142689487,43214
110 S 9TH AVE,989023315,NA,98902
4811 SNOWMOUNTAIN RD,989082848,NA,98908
2400 N ROCKTON AVE,611033655,8159715000,61103
1300 N VERMONT AVE,900276091,NA,90027
5653 FRIST BLVD,370762064,6158897751,37076
7600 CENTRAL AVE,191112442,NA,19111
333 COTTMAN AVE,191112434,NA,19111
2209 GENESEE ST,135015930,3157988100,13501
6010 POINTE W BLVD,342095531,9417462711,34209
370 DISTEL CIR,940221404,6502545200,94022
701 E EL CAMINO REAL,940402833,6506916174,94040
817 LAWN AVE,189601579,2152578450,18960
400 W 16TH ST,810032745,7195844000,81003
1008 MINNEQUA AVE,810043733,7195574000,81004
101 DATES DR,148501342,6072744296,14850
1301 TRUMANSBURG RD,148501397,NA,14850
1301 TRUMANSBURG RD R,148501397,6072727000,14850
310 TAUGHANNOCK BLVD,148503251,6072690100,14850
1100 VETERANS BLVD,940632037,6502992000,94063
1150 VETERANS BLVD,940632037,6502992000,94063
1190 VETERANS BLVD,940632037,6502992000,94063
1200 EL CAMINO REAL,940803208,6507422000,94080
2500 METROHEALTH DR,441091900,2167787800,44109
12301 SNOW RD,441301002,2169570700,44130
1801 W TAYLOR ST,606124795,NA,60612
1500 DUARTE RD,910103012,6263598111,91010
5405 S 500,844057417,8014754617,84405
1450 E A ST STES 1 AND,826012239,3072348700,82601
1707 N MILLS AVE,328031851,4076473960,32803
219 SUNSET AVE,752084531,9728077370,75208
167 ASHLEY AVE,294258908,8437921414,29425
2800 W 95TH ST,608052701,7084226200,60805
500 LYNNFIELD ST,19041424,7814773900,19041
1 HUTCHINSON DR,19233748,9787396950,19233
55 HIGHLAND AVE,19702100,NA,19702
81 HIGHLAND AVE,19702714,9783542551,19702
275 THE CROSSROADS BLVD,939238685,8317189701,93923
30 GARDEN CT,939405302,8316471123,93940
2 UPPER RAGSDALE DR,939405736,8317189701,93940
23845 HOLMAN HWY,939405901,NA,93940
23845 HOLMAN HWY,939405907,8316200700,93940
300 MT AUBURN ST,2138,6174995025,2138
205 N BELLE MEAD RD,117333456,6314444630,11733
7701 SHERIDAN BLVD,800032605,3033384545,80003
2550 S PARKER RD,800141677,3033384545,80014
300 STATE ST,165071471,8144546390,16507
1555 KINGSLEY,320734560,9043985614,32073
2122 UNIVERSITY BLVD S,322168937,9043985614,32216
219 N BROAD ST 5TH FLOOR,191071506,NA,19107
11914 ASTORIA BLVD,770896046,2819227377,77089
5673 PEACHTREE DUNWOODY RD,303425023,4044590002,30342
1919 S WHEELING AVE,741045634,9187442672,74104
2900 HAWKINS DR,721434802,5012782800,72143
98 JAMES ST,88203902,7325149624,88203
5555 GROSSMONT CTR DR,919423019,6197406000,91942
1 MEDICAL PARK BLVD,376207430,NA,37620
111 W STONE DR,376606027,NA,37660
401 PHALEN BLVD,551305302,6512547400,55130
2100 WEBSTER ST,941152373,4159233883,94115
321 N HIGHLAND AVE,750927386,NA,75092
1521 BAKER RD,750902409,9038911972,75090
1964 OAK TREE RD,88202016,NA,88202
3 COOPER PLZ,81031438,8563422439,81031
75 PRINGLE WAY,895021472,77532903333,89502
1633 N CAPITOL AVE,462021467,3179622700,46202
4880 CENTURY PLAZA RD,462545472,3172162400,46254
100 AVE LUIS MUNOZ MARIN,7256184,7873901913,72561
500 LYNNFIELD ST,19041424,7814773900,19041
1 HUTCHINSON DR,19233748,9787396950,19233
55 HIGHLAND AVE,19702100,NA,19702
81 HIGHLAND AVE,19702714,9783542551,19702
2001 SANTA MONICA BLVD,904042184,NA,90404
234 E 149TH ST,104515504,7185796200,10451
527 N MERIDIAN RD,445091227,3307970070,44509
540 PARMALEE AVE,445101605,3307444369,44510
601 W LEOTA ST,691016598,3085688000,69101
300 LONGWOOD AVE,21155724,6173556000,21155
7710 MERCY RD,681242323,4027170820,68124
887 OLD COUNTRY RD A,119012115,NA,11901
14 PROSPECT ST,17573003,5082366521,17573
16 GUION PL,108015502,9143654065,10801
5 PERRYRIDGE RD,68304608,2038633000,68304
750 E ADAMS ST,132102306,NA,13210
777 TOWNSHIP LINE RD,190675564,2158600775,19067
250 KING OF PRUSSIA RD,190875235,6109022450,19087
700 SPRUCE ST,191064022,2158296461,19106
800 SPRUCE ST FL 1 PINE W,191076130,2158297817,19107
5147 N 9TH AVE,325048710,8504395681,32504
2295 S VINEYARD AVE,917617925,9097245000,91761
9961 SIERRA AVE,923356720,9094275000,92335
219 SUNSET AVE,752084531,9728077370,75208
1200 E SAVANNAH,785031728,9566313344,78503
330 23RD N AVE,372031690,6153426010,37203
550 N UNIVERSITY BLVD,462025149,2172745000,46202
824 E CARSON ST,907453204,3108309706,90745
2801 ATLANTIC AVE,908061701,5624263333,90806
2699 ATLANTIC AVE,908062710,5624263333,90806
5670 54TH AVE N,337092067,7275480260,33709
2021 SANTA MONICA BLVD,904042208,3103155440,90404
2018 BROOKWOOD MEDICAL CTR DR,352096870,2058772345,35209
500 LYNNFIELD ST,19041424,7814773900,19041
1 HUTCHINSON DR,19233748,9787396950,19233
81 HIGHLAND AVE,19702714,9783542551,19702
19841 N 27TH AVE,850274007,NA,85027
303 N CLYDE MORRIS BLVD,321142709,NA,32114
1595 CLEVELAND AVE,303443200,4043058086,30344
60 W GORE ST,328061141,4074231039,32806
2900 N LAKE SHORE DR,606575640,7736653000,60657
2900 N LAKE SHORE DR,606575640,7736653261,60657
6130 N SHERIDAN RD,606602830,7733811222,60660
8301 FLORENCE AVE,902403948,5628620604,90240
1501 TROUSDALE DR,940104506,NA,94010
3400 SPRUCE ST,191044206,2156626932,19104
3400 CIVIC CTR BLVD 1ST FLOOR W PAVILION,191045161,2156626932,19104
510 S WILSON AVE,366103912,NA,36610
1660 SPRING HILL AVE,366041405,2516658000,36604
1660 SPRING HILL AVE,366041405,2514458405,36604
2451 FILLINGIM ST,366172238,NA,36617
2451 FILLINGIM ST,366172238,2514458242,36617
3600 COMMUNICATIONS PKWY,750938162,NA,75093
22201 MOROSS RD,482362166,3133437774,48236
901 W MAIN ST,77282537,NA,77282
718 TEANECK RD,76664245,2018337274,76664
664 SOUTHLAND MALL,945452150,5102661700,94545
1411 E 31ST ST,946021018,5104374800,94602
1411 E 31ST ST,946021018,NA,94602
1447 CEDARWOOD LN,945666140,9254631318,94566
2001 PAECHTREE RD NE,303091476,4043513161,30309
35 COLLIER NWRD,303091673,4.04E+11,30309
2225 US HWY 41 N,317942749,2293914100,31794
901 18TH ST E,317943648,2293827120,31794
901 E 18TH ST,317943648,2293827120,31794
3006 S MARYLAND PKWY,891092292,NA,89109
507 E ARMSTRONG AVE,616033201,3096816960,61603
1 ILLINI DR,616052576,NA,61605
723 NEGLEN OAK AVE,61603,3096248749,61603
1101 W LIBERTY ST,636401921,NA,63640
434 N W ST,637751359,5735472536,63775
206 HOSPITAL LN,637751382,NA,63775
15 YORK ST,65103221,2036886445,65103
1000 WESTMORELAND RD,600451659,8472345600,60045
1000 N WESTMORELAND RD,600451659,8475358500,60045
660 N WESTMORELAND RD,600451659,8472345600,60045
1653 W CONGRESS PKWY,606123833,3129425000,60612
60 W GORE ST,328061141,4074231039,32806
4201 SAINT ANTOINE,482012153,NA,48201
4201 SAINT ANTOINE ST,482012153,NA,48201
8 BYPASS RD,80792054,8569352750,80792
310 WOODSTOWN ROAD 4TH FLOOR,80792064,8563396001,80792
310 WOODSTOWN RD,80792064,8659351000,80792
1011 W BALTIMORE PIKE,193909447,6108691009,19390
420 LOWELL SEDR,358013762,2562657955,35801
297 MINEOLA BLVD,115011502,5162941377,11501
340 W PARK AVE,115613213,5164315064,11561
1325 PENNSYLVANIA AVE,761042175,8178879389,76104
1450 CHAPEL ST,65114440,2037893000,65114
60 W GORE ST,328061141,4074231039,32806
1227 E RUSHOLME,528032459,5634216610,52803
1351 W CENTRAL PARK,528041889,5634210430,52804
210 W 53RD ST,528062251,8887007842,52806
210 W 53RD ST,528062251,8887007842,52806
1600 W WALNUT ST,626501136,2172459541,62650
306 46TH AVE,612444281,3097962329,61244
801 ILLINI DR,612821804,3097924241,61282
160 ROBBINS ST,67082652,2035737284,67082
605 HOLDERRIETH BLVD,773756445,NA,77375
6200 S W 73RD ST,331434679,7866624000,33143
4212 W CONGRESS ST,705066765,3377033390,70506
2 A CLEVELAND COURT,296072414,8642717761,29607
120 NEW YORK AVE,117432743,5314239809,11743
595 N W ST,189012554,NA,18901
599 W STATE ST,189012554,2153456050,18901
356 E MIDWAY RD,349827148,7724649746,34982
356 E MIDWAY RD,349827148,7724649746,34982
356 E MIDWAY RD,349827148,7724649746,34982
1250 PEACH ST M,934012877,8055400689,93401
30 LOCUST ST,10602052,NA,10602
4221 S WESTERN,731093499,4056446464,73109
1921 STONECIPHER DR,748203439,5804363980,74820
1414 W FAIR AVE,498552675,NA,49855
1955 W FRYE RD,852266282,NA,85226
3555 S VAL VISTA DR,852977323,NA,85297
21205 OLEAN BLVD A,339526756,9.42E+12,33952
1520 LILIHA ST,968173564,8085333808,96817
298 WASHINGTON ST,19304832,9782816460,19304
298 WASHINGTON ST,19304832,9782837580,19304
ESDALE MEDICAL GROUP,19304832,9782832726,19304
100 PARK ST,128014413,5187939820,12801
1801 HICKMAN RD,503141597,5152823730,50314
1 QUALITY DR,956889494,7076244000,95688
6411 FANNIN ST,770301501,NA,77030
6410 FANNIN,770303005,7135005714,77030
15111 TWELVE OAKS CTR DR,553055201,9529934500,55305
300 E LAKE DR,553179302,9529934300,55317
15800 N 95TH AVE,553694400,9529931440,55369
2001 BLAISDELL AVE,554042414,9529938000,55404
3931 LOUISIANA AVE S,554264375,9529933123,55426
3931 LOUISIANA AVE,554264702,9529931990,55426
8240 GOLDEN VALLEY RD,554274409,9529938300,55427
6000 EARLE BROWN DR,554302506,9529934900,55430
5320 HYLAND GREENS DR,554373934,9529932400,55437
1 BROOKDALE PLAZA LINDEN BLVD AT RCKWY PKWY,112123198,7182405096,11212
PR CHILDRENS HOSPITAL,959,7874748282,959
ROAD 2 KM,959,7877988181,959
215 PESETAS LN,931101416,8056817800,93110
400 W PUEBLO,931055104,8056823610,93105
9601 KATY FWY,770241349,NA,77024
300 S 12TH ST,71031960,NA,71031
1010 S KING ST,968141701,8085978765,96814
205 N BELLE MEAD RD,117333456,6314444630,11733
55 WHITCHER NEST,300601168,7704290083,30060
2540 WINDY HILL RD,300678605,7706441570,30067
19300 SW 65TH AVE,970627706,5036921212,97062
19250 SW 65TH AVE,970627745,5034137074,97062
1130 NW 22ND AVE,972102969,5034138988,97210
1015 NW22ND AVE,972103025,5034136376,97210
1200 NW 23RD AVE,972102906,5034137074,97210
4800 SAND POINT WAY NE,981053901,2065262000,98105
9340 TELEGRAPH RD,481803362,3132953388,48180
7300 N CANTON CTR RD,481871579,7343249616,48187
151 VICTORIA COMMONS BLVD,327247722,3869437175,32724
600 HOSPITAL DR,281126000,7042833100,28112
3801 S NATIONAL AVE,658075210,NA,65807
4100 JOHNSON RD,439522372,7402828746,43952
513 BIANCA BAY ST,891444407,NA,89144
170 S GREEN VALLEY PKWY,890123145,7027911241,89012
2435 FIRE MESA ST,891289009,7029682437,89128
11 RALPH PL,103044405,6462754334,10304
1836 S AVE,546015429,6087837300,54601
200 BOWMAN DR,80439643,8562477420,80439
489 STATE ST,44016616,NA,44016
417 STATE ST,44016630,NA,44016
417 STATE ST,44016634,NA,44016
33 WHITING HILL RD,44121021,2079737478,44121
2801 MISSOURI AVE,880115061,NA,88011
2400 32ND AVE S,581035800,NA,58103
300 2ND AVE NE,584013373,7012516000,58401
801 BROADWAY N,581023641,NA,58102
736 BROADWAY N,581024421,7012342000,58102
1720 UNIVERSITY DR S,581034940,7012804140,58103
2400 32ND AVE S,581035800,NA,58103
5225 23RD AVE S,581047927,7014172575,58104
19251 MACK AVE,482362898,3133437280,48236
80 SEYMOUR ST,61028000,NA,61028
11110 MEDICAL CAMPUS RD,217426755,3016654740,21742
701 STUYVESANT AVE,71111823,9733721828,71111
200 HAWTHORNE LN,282042515,7043848200,28204
8281 GOODWOOD BLVD,708067742,2252315733,70806
4890 BLUEBONNET BLVD,708099644,2257693922,70809
1105 E KENNEDY BLVD,336023511,8.13E+13,33602
8515 N MITCHELL AVE,336041658,8.13E+13,33604
12901 BRUCE B DOWNS BLVD,336124742,8139742201,33612
301 PROSPECT AVE,132031807,NA,13203
301 PROSPECT AVE,132031807,3154485111,13203
104 UNION AVE,132031843,3154224442,13203
2636 TIBBETS DR,760226919,8175850065,76022
1100 BUTTE ST,960010852,5302445400,96001
969 LAKELAND DR,392164606,NA,39216
971 LAKELAND DR,392164620,6012004860,39216
1125 N HWY 3,775914047,NA,77591
707 S EDWIN C MOSES BLVD,454173462,5025967358,45417
725 UNIVERSITY BLVD,454350001,9372457100,45435
205 E NASA BLVD,329011937,3217254500,32901
730 SHORE RD,82442331,6099276662,82442
1024 S LEMAY AVE,805243929,9704958369,80524
3850 GRANT AVE,805388431,9706245170,80538
2500 ROCKY MOUNTAIN AVE,805389004,NA,80538
1625 FOXTRAIL DR,805389089,9702377588,80538
8890 N UNION BLVD,809202701,NA,80920
620 S TAYLOR AVE,631101035,3143639098,63110
AVE AMERICO MIRANDA,936,7877548500,936
985 PRINCE FREDERICK BLVD,206783492,4105352005,20678
4220 HARDING RD,37205,6152223449,37205
10047 CROSSROAD CT SE,493167316,6166858850,49316
200 JEFFERSON AVE SE,495034502,6166855000,49503
310 LAFAYETTE AVE SE,495034693,NA,49503
180 FORT WASHINGTON AVE,100323722,2123050209,10032
800 N 1ST ST,627023719,2175287541,62702
29099 HEALTH CAMPUS DR,441455255,4408356169,44145
1601 E 19TH AVE,802181220,3038314774,80218
713 VOLVO PKWY,233201614,NA,23320
154 BURNETTS WAY,234348366,7576093380,23434
1708 OLD DONATION PKWY,234543064,7574193000,23454
1020 INDEPENDENCE BLVD,234555542,7574646944,23455
6632 INDIAN RIVER RD,234643442,7574244442,23464
6025 PROVIDENCE RD,234643808,7574747447,23464
73 SANTA CRUZ MEDICAL BUILDING,961,7877878400,961
1111 E MCDOWELL RD,850062612,6028392000,85006
1300 N 12TH ST,850062850,NA,85006
718 TEANECK RD,76664245,2018337274,76664
7764 ARMISTEAD RD,220791918,7033393524,22079
100 PROFESSIONAL PARK DR,295269260,8432340005,29526
1938 CHARLIE HALL BLVD,294146099,8434020227,29414
600 E PALMETTO ST,295062851,8436679414,29506
555 E CHEVES ST,295062617,8437772000,29506
13340 METRO PKWY,339664818,2393431448,33966
5901 W OLYMPIC BLVD,900364801,NA,90036
11550 INDIAN HILLS RD,913451252,NA,91345
1381 WESTGATE CTR DR,271032934,3367180100,27103
644 W PUTNAM AVE,68306088,2036220303,68306
2400 MOUNT ZION PKWY,302362500,7706033685,30236
675 BALTIMORE DR,187027900,5708267300,18702
175 E BROWN ST,183013098,5704213401,18301
405 W JACKSON ST,629011462,6185490721,62901
3314 PATRIOT CT,629483782,6189930056,62948
1680 E 120TH ST,900593026,4245296755,90059
102 PARK PLACE BLVD,347412358,4079444900,34741
428 BILTMORE AVE,288014502,NA,28801
509 BILTMORE AVE,288014601,NA,28801
900 HENDERSONVILLE RD,288031753,NA,28803
780 ALBANY ST,21182524,NA,21182
300 W 19TH TER,641082026,NA,64108
7900 LEES SUMMIT RD 4 N CTR,641391236,8164046204,64139
1126 N MAIN ST,638015046,5734714312,63801
1701 LACEY ST,637015230,5733344822,63701
211 SAINT FRANCIS DR,637035049,5733313000,63703
1400 LOCUST ST,152195114,NA,15219
339 6TH AVE,152222518,4125608762,15222
5230 CENTRE AVE,152321304,4126236889,15232
532 S AIKEN AVE,152321521,NA,15232
20103 LAKE CHABOT RD,945465305,5105371234,94546
15400 FOOTHILL BLVD,945781009,5108954200,94578
1111 E MCDOWELL RD,850062666,NA,85006
1800 E VAN BUREN ST,850063702,NA,85006
3330 N 2ND ST,850122345,NA,85012
1500 S MILL AVE,852816699,NA,85281
200 PERRINE RD,88572836,NA,88572
6410 FANNIN,770303000,8323257133,77030
6410 FANNIN ST,770303000,NA,77030
24035 THREE NOTCH RD,206364871,3013737900,20636
1 HOSPITAL WAY,160014670,NA,16001
645 BROADWAY,21452528,6176250006,21452
170 GOVERNORS AVE,21551643,NA,21551
830 MAIN ST,21762711,7816623141,21762
585 LEBANON ST,21763225,7819793000,21763
1800 ORLEANS ST,212870010,4109555000,21287
1050 NW 15TH ST,334861340,5613938224,33486
40 E MAIN ST,117068301,6.31E+12,11706
2700 TIBBETS DR,760226900,NA,76022
675 BALTIMORE DR,187027900,5708267300,18702
301 PROSPECT AVE,132031807,NA,13203
703 FARMER ST,391502319,6014373037,39150
2080 S FRONTAGE RD,391805883,6012621000,39180
2100 HWY 61 N,39183,6018835001,39183
SUITE CENTRO COMERCIAL REPARTO MET,921,7877587910,921
4315 HOUMA BLVD,700062944,5044554622,70006
100 PARK ST,128014413,NA,12801
211 CHURCH ST,128661003,NA,12866
5975 SUNSET DR,331435198,3055951594,33143
6130 N SHERIDAN RD,606602830,7733811222,60660
275 VARNUM AVE,18542109,9789349220,18542
1806 RUNNELS ST,785508288,NA,78550
104 E 2ND ST,165071532,8148776131,16507
3406 PEACH ST,165082740,8148775381,16508
201 STATE ST,165500002,8148776000,16550
1025 MARSH ST,560028673,5076254031,56002
1701 S BLVD E,483076124,2482891509,48307
611 E DOUGLAS RD,465451467,5743356770,46545
1227 MEDICAL CTR DR,284017306,9103413300,28401
1202 MEDICAL CTR DR,284017307,9103413300,28401
1222 MEDICAL CTR DR,284017307,9103413300,28401
2421 SILVER STREAM LN,284017684,9103413300,28401
6781 PARKER FARM DR,284053161,9103413300,28405
1300 BRIDGE BARRIER RD,284283939,9103413300,28428
1333 S DICKINSON DR,284516434,9103413300,28451
1000 BRABHAM LN,285465003,9103413300,28546
300 PINELLAS ST,337563804,7277346932,33756
210 14TH ST SW,337702905,7277346932,33770
3231 MCMULLEN BOOTH RD,346956607,7277346932,34695
601 MAIN ST,346985848,7277346932,34698
602 IVY ST,149051646,6077391529,14905
5755 E MAIN ST,852058814,4802142400,85205
1111 E MCDOWELL RD,850062612,6028392000,85006
350 W THOMAS RD,850134409,NA,85013
1930 E THOMAS RD,850167711,6025321000,85016
3929 E BELL RD,850322112,6029235000,85032
537 STANTON CHRISTIANA RD,197132145,3029949692,19713
106 BOW ST,219215544,4103927050,21921
1102 MONROE ST SW,358015029,2564697200,35801
189 EAGLE ROCK AVE,70681347,9732263359,70681
3000 N ORANGE AVE A,328047613,4078969660,32804
240 WILLIAMSON ST,7207,NA,7207
3900 N BUFFALO ST,141271842,7166301000,14127
85 HIGH ST,142031149,7166301000,14203
295 ESSJAY RD,142218216,7166301000,14221
25 LINDSLEY DR,79604456,NA,79604
7353 NW 4 ST,333172202,9545846320,33317
30 NORTHAMPTON ST,21184010,6174339601,21184
8 TH AVE AND C ST,84143,8015077000,84143
14420 W MEEKER BLVD,853755288,NA,85375
14420 W MEEKER BLVD,853755288,6237774567,85375
8300 FLOYD CURL DR,782293931,2104509000,78229
600 MAMARONECK AVE,105281613,9147238100,10528
259 HEATHCOTE RD,105834523,9147238100,10583
7230 MEDICAL CTR DR,913074007,8182266811,91307
1380 LUSITANA ST,968132448,8085998800,96813
705 6TH AVE W,287394161,8286948422,28739
200 BOWMAN DR,80439643,8562477420,80439
130 DIVISION ST,64181326,NA,64181
2440 WHITNEY AVE,65183268,NA,65183
1305 W 18TH ST,571040401,6053331720,57104
1200 S EUCLID AVE,571050430,6053287595,57105
1205 S GRANDE AVE,571050410,NA,57105
7777 SOUTHWEST FWY,770741812,NA,77074
1500 COOPER ST,761042710,6828854007,76104
801 7TH AVE,761042733,8178854000,76104
3001 W ILLINOIS AVE,797013171,NA,79701
318 N ALLEGHANEY AVE,797615027,NA,79761
701 W 5TH ST,797634206,4323352222,79763
1855 N FAIR OAKS AVE,911031621,6.26E+13,91103
929 N GALLOWAY AVE,751497413,NA,75149
560 W MITCHELL ST,497702276,2314873590,49770
9413 FLATLANDS AVE,112363751,7182576615,11236
317 W PUEBLO ST,931054355,8056817500,93105
142 JORALEMON ST,112014709,NA,11201
6403 COYLE AVE,956080361,9166793590,95608
BO SAN ANTONIO,6780626,9392024081,67806
509 BILTMORE AVE,288014601,NA,28801
900 HENDERSONVILLE RD,288031753,NA,28803
400 TAYLOR BLVD,945232163,9256872570,94523
133 SCOVILL ST,67061127,NA,67061
104 LACOSTA LN,321148160,3862741966,32114
84 MARGINAL WAY,41012443,2077745816,41012
9 HOSPITAL DR,87556425,7329056635,87556
833 CHESTNUT ST,191075102,2159558465,19107
C 78 OMEGA DR,197132064,3023682883,19713
3801 S NATIONAL AVE,658075210,NA,65807
900 CATON AVE,212295201,4103686000,21229
11455 N MERIDIAN ST,460321680,3175828180,46032
2720 COMMERCIAL ST SE,973024586,5035409999,97302
ELM AND CARLTON ST,142630001,7168452300,14263
57 WILLOWBROOK BLVD,74707045,9737544000,74707
703 MAIN ST,75032621,NA,75032
703 MAIN ST,75032621,9737544399,75032
5950 SARATOGA BLVD,784144100,NA,78414
913 N DIXIE AVE,427012503,NA,42701
4300 ALTON RD,331402948,3056742766,33140
3000 N ORANGE AVE A,328047613,4078969660,32804
301 HOSPITAL DR,210615803,4107874924,21061
219 S WASHINGTON ST,216012913,4.11E+13,21601
21205 OLEAN BLVD A,339526756,9.42E+12,33952
2140 PEACHTREE NW RD,303091316,4.04E+12,30309
2484 BRIARCLIFF RD NE,303293011,4042314431,30329
11110 MEDICAL CAMPUS RD,217426755,3016654740,21742
12500 WILLOWBROOK RD,215026393,2409647000,21502
400 W 7TH ST,217014506,2405663300,21701
707 HADDONFIELD BERLIN RD,80433714,8568576920,80433
333 LAUREL OAK RD,80434453,8445422273,80434
9420 KEY W AVE,208506288,3013159518,20850
290 N WAYTE LN,937012124,5594432682,93701
2823 FRESNO ST,937211324,5594596000,93721
8803 S 101ST E AVE,741335772,NA,74133
2201 W HOLCOMBE BLVD,770302032,7137911020,77030
6624 FANNIN ST,770302341,7137911020,77030
391 N COUNTRY RD,117872069,6313612020,11787
3430 E LA PALMA AVE,928062020,8889882800,92806
5475 E LA PALMA AVE,928072075,7142796088,92807
18370 BURBANK BLVD,913562843,8185063384,91356
11797 S FWY 238,760287035,NA,76028
975 CLIFTON AVE,70132722,9737788666,70132
170 WILLIAM ST,100382612,2123125000,10038
156 WILLIAM ST,100385327,6469623376,10038
550 N UNIVERSITY BLVD,462025149,NA,46202
21205 OLEAN BLVD A,339526756,9.42E+12,33952
7444 HANNOVER PKWY S,302817847,8774483627,30281
3401 N BLVD,708063743,NA,70806
1615 HOSPITAL PKWY,760225935,NA,76022
8635 W 3RD ST,900486104,3108551960,90048
25 N WINFIELD RD,601901295,6302600600,60190
4316 DRESSLER RD NW,447182752,NA,44718
5401 OLD YORK RD,191413030,2154566950,19141
559 W GERMANTOWN PIKE,194034250,4846227100,19403
1223 16TH ST,904041279,4242597776,90404
404 N KEENE ST,652016626,5738826921,65201
2400 BELVIDERE RD,600856165,8473778800,60085
7905 CALUMET AVE,463212549,3178658877,46321
11355 W 97TH LN,463739601,2193655577,46373
6400 GOLDSBORO RD,208175802,3013203361,20817
2801 ATLANTIC AVE,908061701,5627285034,90806
1043 ELM AVE,908133295,5626244999,90813
5050 NE HOYT ST,972132981,5032156480,97213
5050 NE HOYT ST,972132985,NA,97213
320 HOSPITAL RD,301142432,7704795535,30114
14901 NATIONAL AVE,950322637,4083745340,95032
21601 76TH AVE W,980267507,NA,98026
21616 76TH AVE W,980267512,NA,98026
1550 N 115TH ST,981338401,NA,98133
2320 RUCKER AVE,982012723,4252595121,98201
23 REED BLVD,949412301,4157957000,94941
800 N 1ST ST,627023719,2175287541,62702
3525 ENSIGN RD NE,985065065,3604934001,98506
525 LILLY RD NE,985065101,3607937230,98506
413 LILLY RD NE,985065133,3607934069,98506
578 N LEAVITT RD,440011131,4409885226,44001
254 CLEVELAND AVE,440011620,4409886141,44001
630 E RIVER ST,440355902,4403294500,44035
1120 E BROAD ST,440356306,4403652600,44035
221 W 21ST STREET,440524754,4402330138,44052
3700 KOLBE RD,440531611,4409604740,44053
3600 KOLBE RD,440531677,4409606431,44053
435 LEWIS AVE,64512101,2036948200,64512
100 SIMSBURY RD,60013793,8602583480,60013
100 RETREAT AVE,61062528,8602583480,61062
339 6TH AVE,152222518,4125608762,15222
5230 CENTRE AVE,152321304,4126236889,15232
532 S AIKEN AVE,152321521,NA,15232
2780 CLEVELAND AVE,339015857,2393433831,33901
2776 CLEVELAND AVE,339015864,2393432606,33901
10250 SE167TH PLACE RD,344918682,3523079925,34491
5 WASHINGTON PL,31106736,6036952500,31106
1249 15TH ST,257013662,3046911000,25701
5890 WATERLOO RD,210452617,6672142100,21045
29 S PACA ST,212011771,6672141800,21201
5975 SUNSET DR,331435198,3055951594,33143
220 RIDGEDALE AVE,79321361,9735385844,79321
2801 W KINNICKINNIC RIVER PKWY,532153669,4143858600,53215
2801 W KINNICKINNIC RIVER PKWY,532153678,4146493577,53215
2900 W OKLAHOMA AVE,532154330,4146496000,53215
150 BROOKLYN ST,184072274,5708766470,18407
5 S WASHINGTON AVE,184331121,5703839934,18433
640 MADISON AVE,185101631,5709410630,18510
430 PENNSYLVANIA AVE,601374464,6304699200,60137
